"dataset","method","frac","sampler","batch","seed","top1_acc","balanced_acc","csmf_acc"
"CHAMPS","bfl_base",0,"gibbs_dir","batch8",8191,0.633663366336634,0.243872253167836,0.777433443776731
"CHAMPS","bfl_base",0,"gibbs_dir","batch8",8192,0.633663366336634,0.243872253167836,0.777428597533342
"CHAMPS","bfl_base",0,"gibbs_dir","batch8",8193,0.633663366336634,0.243872253167836,0.778003566609455
"CHAMPS","bfl_base",0,"gibbs_dir","batch8",8194,0.633663366336634,0.243872253167836,0.778272936719943
"CHAMPS","bfl_base",0,"gibbs_dir","batch8",8195,0.633663366336634,0.243872253167836,0.7783728376512
"CHAMPS","bfl_base",0,"gibbs_dir","batch8",8196,0.633663366336634,0.243872253167836,0.778234188762102
"CHAMPS","bfl_base",0,"gibbs_dir","batch8",8197,0.633663366336634,0.243872253167836,0.778209129665283
"CHAMPS","bfl_base",0,"gibbs_dir","batch8",8198,0.633663366336634,0.243872253167836,0.777812192992512
"CHAMPS","bfl_base",0,"gibbs_dir","batch8",8199,0.633663366336634,0.243872253167836,0.777454576353985
"CHAMPS","bfl_base",0,"gibbs_dir","batch8",8200,0.633663366336634,0.243872253167836,0.777713930355455
"CHAMPS","bfl_base",0,"gibbs_dir","batch8",8201,0.633663366336634,0.243872253167836,0.777725127283672
"CHAMPS","bfl_base",0,"gibbs_dir","batch8",8202,0.633663366336634,0.243872253167836,0.778280741662504
"CHAMPS","bfl_base",0,"gibbs_dir","batch8",8203,0.633663366336634,0.243872253167836,0.77839856830044
"CHAMPS","bfl_base",0,"gibbs_dir","batch8",8204,0.633663366336634,0.243872253167836,0.77827444212507
"CHAMPS","bfl_base",0,"gibbs_dir","batch8",8205,0.633663366336634,0.243872253167836,0.778117327565689
"CHAMPS","bfl_base",0,"gibbs_dir","batch8",8206,0.633663366336634,0.243872253167836,0.778072069324457
"CHAMPS","bfl_base",0,"gibbs_dir","batch8",8207,0.633663366336634,0.243872253167836,0.778173996389706
"CHAMPS","bfl_base",0,"gibbs_dir","batch8",8208,0.633663366336634,0.243872253167836,0.777794866356494
"CHAMPS","bfl_base",0,"gibbs_dir","batch8",8209,0.633663366336634,0.243872253167836,0.777822865057697
"CHAMPS","bfl_base",0,"gibbs_dir","batch8",8210,0.633663366336634,0.243872253167836,0.777685137414353
"CHAMPS","bfl_base",0,"gibbs_dir","batch8",8211,0.633663366336634,0.243872253167836,0.777976919847084
"CHAMPS","bfl_base",0,"gibbs_dir","batch8",8212,0.633663366336634,0.243872253167836,0.777930759577463
"CHAMPS","bfl_base",0,"gibbs_dir","batch8",8213,0.633663366336634,0.243872253167836,0.777863792743408
"CHAMPS","bfl_base",0,"gibbs_dir","batch8",8214,0.633663366336634,0.243872253167836,0.777892289133488
"CHAMPS","bfl_base",0,"gibbs_dir","batch8",8215,0.633663366336634,0.243872253167836,0.77787965440498
"CHAMPS","bfl_base",0,"gibbs_dir","batch8",8216,0.633663366336634,0.243872253167836,0.778129129490319
"CHAMPS","bfl_base",0,"gibbs_dir","batch8",8217,0.633663366336634,0.243872253167836,0.77816615990595
"CHAMPS","bfl_base",0,"gibbs_dir","batch8",8218,0.633663366336634,0.243872253167836,0.777797373727775
"CHAMPS","bfl_base",0,"gibbs_dir","batch8",8219,0.633663366336634,0.243872253167836,0.777633717919658
"CHAMPS","bfl_base",0,"gibbs_dir","batch8",8220,0.633663366336634,0.243872253167836,0.778032419107514
"CHAMPS","bfl_base",0,"gibbs_dir","batch8",8221,0.633663366336634,0.243872253167836,0.778040109237266
"CHAMPS","bfl_base",0,"gibbs_dir","batch8",8222,0.633663366336634,0.243872253167836,0.778333235206155
"CHAMPS","bfl_base",0,"gibbs_dir","batch8",8223,0.633663366336634,0.243872253167836,0.778124995861967
"CHAMPS","bfl_base",0,"gibbs_dir","batch8",8224,0.633663366336634,0.243872253167836,0.777783023467137
"CHAMPS","bfl_base",0,"gibbs_dir","batch8",8225,0.633663366336634,0.243872253167836,0.77786589624196
"CHAMPS","bfl_base",0,"gibbs_dir","batch8",8226,0.633663366336634,0.243872253167836,0.777772868837305
"CHAMPS","bfl_base",0,"gibbs_dir","batch8",8227,0.633663366336634,0.243872253167836,0.777773606102353
"CHAMPS","bfl_base",0,"gibbs_dir","batch8",8228,0.633663366336634,0.243872253167836,0.77793875304468
"CHAMPS","bfl_base",0,"gibbs_dir","batch8",8229,0.633663366336634,0.243872253167836,0.778033573432267
"CHAMPS","bfl_base",0,"gibbs_dir","batch8",8230,0.633663366336634,0.243872253167836,0.778274473433326
"CHAMPS","bfl_base",0,"gibbs_dir","batch8",8231,0.633663366336634,0.243872253167836,0.778573514590087
"CHAMPS","bfl_base",0,"gibbs_dir","batch8",8232,0.633663366336634,0.243872253167836,0.778500068054869
"CHAMPS","bfl_base",0,"gibbs_dir","batch8",8233,0.633663366336634,0.243872253167836,0.778197962334717
"CHAMPS","bfl_base",0,"gibbs_dir","batch8",8234,0.633663366336634,0.243872253167836,0.777999388386286
"CHAMPS","bfl_base",0,"gibbs_dir","batch8",8235,0.633663366336634,0.243872253167836,0.778136160132251
"CHAMPS","bfl_base",0,"gibbs_dir","batch8",8236,0.633663366336634,0.243872253167836,0.778053105520792
"CHAMPS","bfl_base",0,"gibbs_dir","batch8",8237,0.633663366336634,0.243872253167836,0.778205000015146
"CHAMPS","bfl_base",0,"gibbs_dir","batch8",8238,0.633663366336634,0.243872253167836,0.77818227520969
"CHAMPS","bfl_base",0,"gibbs_dir","batch8",8239,0.633663366336634,0.243872253167836,0.777845585613914
"CHAMPS","bfl_base",0,"gibbs_dir","batch8",8240,0.633663366336634,0.243872253167836,0.778031905507423
"CHAMPS","bfl_base",0,"gibbs_dir","batch8",8241,0.633663366336634,0.243872253167836,0.778213685039185
"CHAMPS","bfl_base",0,"gibbs_dir","batch8",8242,0.633663366336634,0.243872253167836,0.778043576241187
"CHAMPS","bfl_base",0,"gibbs_dir","batch8",8243,0.633663366336634,0.243872253167836,0.778067020546528
"CHAMPS","bfl_base",0,"gibbs_dir","batch8",8244,0.633663366336634,0.243872253167836,0.778052611232252
"CHAMPS","bfl_base",0,"gibbs_dir","batch8",8245,0.633663366336634,0.243872253167836,0.777946838003397
