"target","variant","cause","domain","lambda"
"Pemba","BFL_partial","Poisonings","Dar",0.163931125221144
"Pemba","BFL_partial","Prostate Cancer","Dar",0.251132136749486
"Pemba","BFL_partial","Esophageal Cancer","Dar",0.338154128094117
"Pemba","BFL_partial","Stomach Cancer","Dar",0.250952470138499
"Pemba","BFL_partial","Cirrhosis","UP",0.201669800411091
"Pemba","BFL_partial","Epilepsy","UP",0.200002041793189
"Pemba","BFL_partial","Pneumonia","UP",0.455210373210974
"Pemba","BFL_partial","COPD","UP",0.221709088523055
"Pemba","BFL_partial","Acute Myocardial Infarction","UP",0.0447101078375791
"Pemba","BFL_partial","Fires","UP",0.132667851701976
"Pemba","BFL_partial","Renal Failure","UP",0.161874005294485
"Pemba","BFL_partial","AIDS","UP",0.204740300073327
"Pemba","BFL_partial","Lung Cancer","UP",0.196977288374226
"Pemba","BFL_partial","Maternal","UP",0.584726714375141
"Pemba","BFL_partial","Drowning","UP",0.537061640334251
"Pemba","BFL_partial","Other Cardiovascular Diseases","UP",0.205827797770941
"Pemba","BFL_partial","Other Non-communicable Diseases","UP",0.0425651482372739
"Pemba","BFL_partial","Falls","UP",0.730146719129202
"Pemba","BFL_partial","Stroke","UP",0.119563685336281
"Pemba","BFL_partial","Road Traffic","UP",0.509476130783873
"Pemba","BFL_partial","Bite of Venomous Animal","UP",0.255377286907436
"Pemba","BFL_partial","Diabetes","UP",0.05583894311793
"Pemba","BFL_partial","Other Infectious Diseases","UP",0.851645037788644
"Pemba","BFL_partial","TB","UP",0.0748898859681859
"Pemba","BFL_partial","Suicide","UP",0.298731526143882
"Pemba","BFL_partial","Other Injuries","UP",0.504977534599218
"Pemba","BFL_partial","Cervical Cancer","UP",0.19792231317127
"Pemba","BFL_partial","Malaria","UP",0.431035775824535
"Pemba","BFL_partial","Asthma","UP",0.16400399632952
"Pemba","BFL_partial","Diarrhea/Dysentery","UP",0.165145514882092
"Pemba","BFL_partial","Colorectal Cancer","UP",0
"Pemba","BFL_partial","Homicide","UP",0.315212337892805
"Pemba","BFL_partial","Breast Cancer","UP",0.200627080848793
"Pemba","BFL_partial","Leukemia/Lymphomas","UP",0.165414611894321
"Pemba","BFL_partial","Poisonings","UP",0.322398176618008
"Pemba","BFL_partial","Prostate Cancer","UP",0
"Pemba","BFL_partial","Esophageal Cancer","UP",0
"Pemba","BFL_partial","Stomach Cancer","UP",0
"Pemba","BFL_domain","Cirrhosis","Mexico",0.200149376256132
"Pemba","BFL_domain","Epilepsy","Mexico",0.197847399777205
"Pemba","BFL_domain","Pneumonia","Mexico",0.111963338601893
"Pemba","BFL_domain","COPD","Mexico",0.210893560581084
"Pemba","BFL_domain","Acute Myocardial Infarction","Mexico",0.0484490914090246
"Pemba","BFL_domain","Fires","Mexico",0.14211388398683
"Pemba","BFL_domain","Renal Failure","Mexico",0.207114451135605
"Pemba","BFL_domain","AIDS","Mexico",0.235148658765352
"Pemba","BFL_domain","Lung Cancer","Mexico",0.211478847428285
"Pemba","BFL_domain","Maternal","Mexico",0.033217375997269
"Pemba","BFL_domain","Drowning","Mexico",0
"Pemba","BFL_domain","Other Cardiovascular Diseases","Mexico",0.198921820700922
"Pemba","BFL_domain","Other Non-communicable Diseases","Mexico",0.173162032321441
"Pemba","BFL_domain","Falls","Mexico",0.0637262093448576
"Pemba","BFL_domain","Stroke","Mexico",0.0664817982131631
"Pemba","BFL_domain","Road Traffic","Mexico",0.0977864011487592
"Pemba","BFL_domain","Bite of Venomous Animal","Mexico",0.245355207714923
"Pemba","BFL_domain","Diabetes","Mexico",0.0700147863583916
"Pemba","BFL_domain","Other Infectious Diseases","Mexico",0.0335592838516843
"Pemba","BFL_domain","TB","Mexico",0.0774828818963869
"Pemba","BFL_domain","Suicide","Mexico",0.161200752600668
"Pemba","BFL_domain","Other Injuries","Mexico",0.0850038290897947
"Pemba","BFL_domain","Cervical Cancer","Mexico",0.199525458463989
"Pemba","BFL_domain","Malaria","Mexico",0
"Pemba","BFL_domain","Asthma","Mexico",0.167759135605697
"Pemba","BFL_domain","Diarrhea/Dysentery","Mexico",0.0819673201509207
"Pemba","BFL_domain","Colorectal Cancer","Mexico",0.256302778037598
"Pemba","BFL_domain","Homicide","Mexico",0.159824959369608
"Pemba","BFL_domain","Breast Cancer","Mexico",0.199398789306626
"Pemba","BFL_domain","Leukemia/Lymphomas","Mexico",0.335589029232704
"Pemba","BFL_domain","Poisonings","Mexico",0.163711253094711
"Pemba","BFL_domain","Prostate Cancer","Mexico",0.251635135604685
"Pemba","BFL_domain","Esophageal Cancer","Mexico",0
"Pemba","BFL_domain","Stomach Cancer","Mexico",0.256528226139632
"Pemba","BFL_domain","Cirrhosis","AP",0.230852138782873
"Pemba","BFL_domain","Epilepsy","AP",0.208892113831569
"Pemba","BFL_domain","Pneumonia","AP",0.233430308322495
"Pemba","BFL_domain","COPD","AP",0.215463615964521
"Pemba","BFL_domain","Acute Myocardial Infarction","AP",0.847794890082677
"Pemba","BFL_domain","Fires","AP",0.289095803357386
"Pemba","BFL_domain","Renal Failure","AP",0.40244340492021
"Pemba","BFL_domain","AIDS","AP",0.386164114145154
"Pemba","BFL_domain","Lung Cancer","AP",0.200187169332089
"Pemba","BFL_domain","Maternal","AP",0.37129719602964
"Pemba","BFL_domain","Drowning","AP",0.47089109214349
"Pemba","BFL_domain","Other Cardiovascular Diseases","AP",0.216571126772818
"Pemba","BFL_domain","Other Non-communicable Diseases","AP",0.427919776023455
"Pemba","BFL_domain","Falls","AP",0.0715605570799297
