"target","variant","cause","domain","lambda"
"AP","BFL_partial","Cirrhosis","UP",0.804889536339219
"AP","BFL_partial","Epilepsy","UP",0.609574922941089
"AP","BFL_partial","Pneumonia","UP",0.980360776475183
"AP","BFL_partial","COPD","UP",0.957983835091532
"AP","BFL_partial","Acute Myocardial Infarction","UP",0.948505193780846
"AP","BFL_partial","Fires","UP",0.751582430057158
"AP","BFL_partial","Renal Failure","UP",0.945426564357044
"AP","BFL_partial","AIDS","UP",0.830888106496831
"AP","BFL_partial","Lung Cancer","UP",0.187008546500627
"AP","BFL_partial","Maternal","UP",0.906697083184078
"AP","BFL_partial","Drowning","UP",0.315130728175498
"AP","BFL_partial","Other Cardiovascular Diseases","UP",0.935462340122472
"AP","BFL_partial","Other Non-communicable Diseases","UP",0.714038029781345
"AP","BFL_partial","Falls","UP",0.0746844663523798
"AP","BFL_partial","Stroke","UP",0.850933902944189
"AP","BFL_partial","Road Traffic","UP",0.489438884028336
"AP","BFL_partial","Bite of Venomous Animal","UP",0.872507452267985
"AP","BFL_partial","Diabetes","UP",0.593168247515866
"AP","BFL_partial","Other Infectious Diseases","UP",0.940559705581809
"AP","BFL_partial","TB","UP",0.885039194833783
"AP","BFL_partial","Suicide","UP",0.914508286164709
"AP","BFL_partial","Other Injuries","UP",0.845845197573089
"AP","BFL_partial","Cervical Cancer","UP",0.198256852914797
"AP","BFL_partial","Malaria","UP",0.851072234105561
"AP","BFL_partial","Asthma","UP",0.110036734218286
"AP","BFL_partial","Diarrhea/Dysentery","UP",0.551083793815267
"AP","BFL_partial","Colorectal Cancer","UP",0
"AP","BFL_partial","Homicide","UP",0.585913495029788
"AP","BFL_partial","Breast Cancer","UP",0.20156448903369
"AP","BFL_partial","Leukemia/Lymphomas","UP",0.190335082859171
"AP","BFL_partial","Poisonings","UP",0.90394403280857
"AP","BFL_partial","Prostate Cancer","UP",0
"AP","BFL_partial","Esophageal Cancer","UP",0
"AP","BFL_partial","Stomach Cancer","UP",0
"AP","BFL_domain","Cirrhosis","Mexico",0.180954254554625
"AP","BFL_domain","Epilepsy","Mexico",0.194318996298147
"AP","BFL_domain","Pneumonia","Mexico",0.00509256525170653
"AP","BFL_domain","COPD","Mexico",0.023097977978782
"AP","BFL_domain","Acute Myocardial Infarction","Mexico",0.0209608817190349
"AP","BFL_domain","Fires","Mexico",0.114172734528213
"AP","BFL_domain","Renal Failure","Mexico",0.0155655019224692
"AP","BFL_domain","AIDS","Mexico",0.0315514731828833
"AP","BFL_domain","Lung Cancer","Mexico",0.219586213092094
"AP","BFL_domain","Maternal","Mexico",0.0104787131722988
"AP","BFL_domain","Drowning","Mexico",0
"AP","BFL_domain","Other Cardiovascular Diseases","Mexico",0.0161370042442484
"AP","BFL_domain","Other Non-communicable Diseases","Mexico",0.20305438484687
"AP","BFL_domain","Falls","Mexico",0.147936449284028
"AP","BFL_domain","Stroke","Mexico",0.023829731403747
"AP","BFL_domain","Road Traffic","Mexico",0.165685076306115
"AP","BFL_domain","Bite of Venomous Animal","Mexico",0.115516927737516
"AP","BFL_domain","Diabetes","Mexico",0.254971633980793
"AP","BFL_domain","Other Infectious Diseases","Mexico",0.0184319318458334
"AP","BFL_domain","TB","Mexico",0.00875130179517382
"AP","BFL_domain","Suicide","Mexico",0.0246865700210991
"AP","BFL_domain","Other Injuries","Mexico",0.0419336683364975
"AP","BFL_domain","Cervical Cancer","Mexico",0.19786776942929
"AP","BFL_domain","Malaria","Mexico",0
"AP","BFL_domain","Asthma","Mexico",0.167642817790644
"AP","BFL_domain","Diarrhea/Dysentery","Mexico",0.0660520266779092
"AP","BFL_domain","Colorectal Cancer","Mexico",0.270081803299198
"AP","BFL_domain","Homicide","Mexico",0.250974564267988
"AP","BFL_domain","Breast Cancer","Mexico",0.20160141100248
"AP","BFL_domain","Leukemia/Lymphomas","Mexico",0.215459918241092
"AP","BFL_domain","Poisonings","Mexico",0.0305883070787314
"AP","BFL_domain","Prostate Cancer","Mexico",0.249405596446794
"AP","BFL_domain","Esophageal Cancer","Mexico",0
"AP","BFL_domain","Stomach Cancer","Mexico",0.356862534632858
"AP","BFL_domain","Cirrhosis","Bohol",0.0316148358656898
"AP","BFL_domain","Epilepsy","Bohol",0.200658416428506
"AP","BFL_domain","Pneumonia","Bohol",0.00461110375822171
"AP","BFL_domain","COPD","Bohol",0.0229452758640006
"AP","BFL_domain","Acute Myocardial Infarction","Bohol",0.0179468930552643
"AP","BFL_domain","Fires","Bohol",0.0504260963386368
"AP","BFL_domain","Renal Failure","Bohol",0.0101227520845758
"AP","BFL_domain","AIDS","Bohol",0
"AP","BFL_domain","Lung Cancer","Bohol",0.201599984904692
"AP","BFL_domain","Maternal","Bohol",0.0110266224670513
"AP","BFL_domain","Drowning","Bohol",0.023227370724832
"AP","BFL_domain","Other Cardiovascular Diseases","Bohol",0.0144103722494621
"AP","BFL_domain","Other Non-communicable Diseases","Bohol",0.0684982463277229
"AP","BFL_domain","Falls","Bohol",0.0896565934726592
"AP","BFL_domain","Stroke","Bohol",0.0369720755379608
"AP","BFL_domain","Road Traffic","Bohol",0.186588426615764
"AP","BFL_domain","Bite of Venomous Animal","Bohol",0.114775380809463
"AP","BFL_domain","Diabetes","Bohol",0.0371151000172204
"AP","BFL_domain","Other Infectious Diseases","Bohol",0.0191762330571449
"AP","BFL_domain","TB","Bohol",0.00907219930002408
"AP","BFL_domain","Suicide","Bohol",0.0206293507687736
